what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1572952467177
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1572952476151
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952485947
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952492905
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952543735
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952547782
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952574503
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952580904
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1572952614658
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1572952617580
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952630959
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952678676
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952696107
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952700653
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952716145
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952721131
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952724582
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952727506
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952730226
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952733047
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952747262
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952751813
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952764075
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952768859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952783826
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952792255
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952799346
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952804566
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952807861
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952810772
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1572952833431
