what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574411730768
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1574411731778
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574411733910
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1574411738284
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.VariableView",1574411738365
activated,perspective,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugPerspective",1574411738424
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574411738522
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.core",1574411739323
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.BreakpointView",1574411739342
opened,editor,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1574411739677
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574411743504
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574411744795
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1574411766222
activated,editor,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1574411864441
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574411866159
closed,editor,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1574411866163
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574411867617
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1574412029268
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1574412421398
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574412445868
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1574412447454
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574412447468
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574412493442
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1574412504607
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1574412505105
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574412506651
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1574412514815
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574412599281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574412599589
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1574412632195
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1574412635992
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1574412876947
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1574412886041
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1574412932679
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1574413045473
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1574413137276
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1574413140468
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413162030
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413163681
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413164243
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413165720
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413333604
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413334750
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413335275
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413336530
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1574413351771
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1574413352143
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1574413352505
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1574413353086
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413371577
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413373016
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413373597
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413375210
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1574413396708
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413400266
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413403225
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413408783
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413410191
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413410844
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413412122
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1574413473819
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1574413483590
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413488782
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413490413
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413490845
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413492487
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1574413493456
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574413500732
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413510021
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413511344
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413511755
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413513007
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1574413515354
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574413581390
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1574413584766
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1574413588828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413592335
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413593830
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413594218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413595990
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413644019
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413645550
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413646078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413647341
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413799395
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413800873
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574413801429
