what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575003257335
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575003738517
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575003741219
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575003745960
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575003747351
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1575003756957
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575003840076
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575004233560
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575004234817
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575004647742
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575004671525
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575004672240
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575004672841
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575005623443
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575005635820
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575005645587
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1575005708276
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1575005710970
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1575005742215
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1575005791864
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575005806584
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575005930205
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1575005976179
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575005991604
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006004666
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1575006040580
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006041897
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006066267
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1575006187956
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1575006190484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006198230
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006207096
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1575006208677
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1575006209031
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006226235
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006226534
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006258462
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006259277
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1575006265617
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006275570
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006398439
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1575006414621
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006422526
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006445022
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006468640
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1575006505578
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006523733
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1575006523962
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1575006524017
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006532743
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006541946
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1575006544653
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006548448
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1575006551844
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1575006552035
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006552057
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006558862
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1575006564906
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006722796
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1575006722958
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1575006722990
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1575006723566
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1575006723589
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1575006723646
started,bundle,org.eclipse.jst.jee,1.0.301.v201007151900,"org.eclipse.jst.jee",1575006723663
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1575006723673
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1575006731075
