what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1573454097699
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1573454137537
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573454145432
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573454146885
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573454147248
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573454149848
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1573454150981
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1573454190013
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573454215279
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573454218441
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573454218754
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573454220355
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1573454221643
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573454265277
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573454346681
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1573454352380
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1573454389940
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1573454407784
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1573454415117
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1573454419347
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1573454436095
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1573454436712
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1573454437384
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1573454438231
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1573454441473
