what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143294418
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143295903
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1574143297037
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143346344
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143347697
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574143415253
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143432043
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143433546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143433909
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143435080
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1574143436116
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574143610191
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1574143652109
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1574143654027
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143666415
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143667702
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143668121
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143669258
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1574143670196
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143708497
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143709952
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143762410
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143763597
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143819155
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574143820431
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574143924914
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574144069118
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574144070855
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574144071283
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574144072797
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1574144074021
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574144095243
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574144096954
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574144154454
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1574144232053
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1574144234410
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1574144269634
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1574144362445
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1574144363609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574144376795
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574144377079
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1574144412858
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574144415837
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574144417497
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574144417897
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574144419605
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574144442941
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574144454589
