what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1573821133193
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573821134156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573821139810
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573821142174
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573821144328
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573821152380
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573821157051
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573821157514
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573821158945
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1573821167722
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573821173043
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573821174269
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573821174615
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1573821176278
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1573821178727
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1573821188640
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1573821190226
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1573821190712
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1573821191219
