what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498639227
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498657789
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498661766
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498692376
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498696255
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574498696396
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498698141
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498699356
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1574498700417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498705863
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498717215
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574498735496
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498763181
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498766169
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1574498766367
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498768037
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498789225
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1574498802148
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498821156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1574498822358
